Average Salary,District Code,District Name,FTE Count,Salary Totals,Year
"  $82,766",410000,Brewster,     41.4,"      $3,426,525",2015
"  $82,349",6250000,Bridgewater-Raynham,    327.7,"     $26,985,881",2015
"  $63,328",430000,Brimfield,     27.9,"      $1,766,854",2015
"  $66,221",9100000,Bristol County Agricultural,     33.2,"      $2,198,543",2015
"  $80,716",8100000,Bristol-Plymouth Regional Vocational Technical,    104.5,"      $8,434,845",2015
"  $79,723",440000,Brockton,"  1,146.8","     $91,426,338",2015
"  $62,631",450000,Brookfield,     25.1,"      $1,572,046",2015
"  $91,507",460000,Brookline,    581.1,"     $53,174,888",2015
"  $90,475",480000,Burlington,    307.0,"     $27,776,064",2015
"  $78,456",490000,Cambridge,    645.7,"     $50,658,612",2015
"  $77,664",500000,Canton,    239.7,"     $18,615,345",2015
"  $68,981",8150000,Cape Cod Regional Vocational Technical,     72.2,"      $4,980,425",2015
"  $91,182",510000,Carlisle,     58.1,"      $5,297,703",2015
"  $66,921",520000,Carver,    123.1,"      $8,237,964",2015
"  $69,081",6350000,Central Berkshire,    140.6,"      $9,712,824",2015
"  $73,471",560000,Chelmsford,    361.5,"     $26,559,688",2015
"  $64,772",570000,Chelsea,    417.4,"     $27,035,942",2015
"  $61,142",6320000,Chesterfield-Goshen,     15.6,"        $953,818",2015
"  $65,358",610000,Chicopee,    626.9,"     $40,973,099",2015
"  $61,635",630000,Clarksburg,     15.1,"        $930,689",2015
"  $66,247",640000,Clinton,    140.6,"      $9,314,342",2015
"  $82,963",650000,Cohasset,    115.9,"      $9,615,360",2015
"  $94,282",670000,Concord,    161.5,"     $15,226,596",2015
" $100,731",6400000,Concord-Carlisle,     94.0,"      $9,468,759",2015
"  $57,322",680000,Conway,     14.6,"        $836,903",2015
"  $78,183",710000,Danvers,    268.9,"     $21,023,540",2015
"  $73,412",720000,Dartmouth,    273.8,"     $20,097,135",2015
"  $76,417",730000,Dedham,    232.8,"     $17,787,199",2015
"  $66,349",740000,Deerfield,     34.6,"      $2,295,663",2015
"  $67,658",6450000,Dennis-Yarmouth,    296.8,"     $20,080,993",2015
"  $67,485",6500000,Dighton-Rehoboth,    221.0,"     $14,914,223",2015
"  $66,853",770000,Douglas,    100.5,"      $6,718,753",2015
"  $95,020",780000,Dover,     38.8,"      $3,686,786",2015
"  $94,698",6550000,Dover-Sherborn,    103.1,"      $9,763,574",2015
"  $70,080",790000,Dracut,    215.7,"     $15,116,179",2015
"  $66,931",6580000,Dudley-Charlton Reg,    273.2,"     $18,285,518",2015
"  $74,411",820000,Duxbury,    233.9,"     $17,404,817",2015
"  $72,188",830000,East Bridgewater,    136.3,"      $9,839,185",2015
"  $73,819",870000,East Longmeadow,    198.0,"     $14,616,105",2015
"  $84,365",850000,Eastham,     22.9,"      $1,931,963",2015
"  $70,494",860000,Easthampton,    110.4,"      $7,782,569",2015
"  $73,226",880000,Easton,    267.4,"     $19,580,625",2015
"  $87,633",890000,Edgartown,     39.0,"      $3,417,687",2015
"  $69,342",910000,Erving,     17.1,"      $1,185,748",2015
"  $68,534",8170000,Essex North Shore Agricultural and Technical School District,    108.3,"      $7,422,232",2015
"  $76,272",930000,Everett,    512.0,"     $39,051,390",2015
"  $65,648",940000,Fairhaven,    144.3,"      $9,473,021",2015
"  $66,693",950000,Fall River,    721.0,"     $48,085,708",2015
"  $74,830",960000,Falmouth,    289.0,"     $21,626,176",2015
"  $51,018",6620000,Farmington River Reg,     14.9,"        $760,164",2015
"  $70,158",970000,Fitchburg,    354.2,"     $24,850,071",2015
"  $40,903",980000,Florida,     12.5,"        $511,283",2015
"  $80,964",990000,Foxborough,    209.3,"     $16,945,176",2015
"  $76,040",1000000,Framingham,    706.3,"     $53,707,778",2015
"  $73,230",1010000,Franklin,    412.5,"     $30,206,614",2015
"  $67,754",8180000,Franklin County Regional Vocational Technical,     57.3,"      $3,882,310",2015
"  $74,984",6650000,Freetown-Lakeville,    188.4,"     $14,126,911",2015
"  $65,008",6700000,Frontier,     53.1,"      $3,451,949",2015
"  $61,036",1030000,Gardner,    178.2,"     $10,876,580",2015
"  $57,985",6720000,Gateway,     85.8,"      $4,975,095",2015
"  $66,512",1050000,Georgetown,    110.5,"      $7,349,590",2015
"  $58,115",6740000,Gill-Montague,     92.5,"      $5,375,637",2015
"  $72,400",1070000,Gloucester,    264.1,"     $19,120,842",2015
"  $34,588",1090000,Gosnold,      1.6,"         $55,340",2015
"  $67,559",1100000,Grafton,    227.0,"     $15,335,841",2015
"  $57,229",1110000,Granby,     67.7,"      $3,874,390",2015
"  $80,411",8210000,Greater Fall River Regional Vocational Technical,    133.5,"     $10,734,806",2015
"  $77,944",8230000,Greater Lawrence Regional Vocational Technical,    136.3,"     $10,624,141",2015
"  $79,965",8280000,Greater Lowell Regional Vocational Technical,    184.1,"     $14,722,047",2015
"  $79,750",8250000,Greater New Bedford Regional Vocational Technical,    195.8,"     $15,614,978",2015
"  $60,968",1140000,Greenfield,    149.0,"      $9,084,246",2015
"  $78,291",6730000,Groton-Dunstable,    164.1,"     $12,847,541",2015
"  $60,970",1170000,Hadley,     49.5,"      $3,017,996",2015
"  $78,775",1180000,Halifax,     38.7,"      $3,048,589",2015
"  $73,336",6750000,Hamilton-Wenham,    146.9,"     $10,773,032",2015
"  $71,211",6800000,Hampden-Wilbraham,    224.7,"     $16,001,008",2015
"  $71,361",6830000,Hampshire,     65.5,"      $4,674,166",2015
"  $48,959",1210000,Hancock,      6.7,"        $328,027",2015
"  $76,609",1220000,Hanover,    202.6,"     $15,521,473",2015
"  $83,504",1250000,Harvard,     89.4,"      $7,465,241",2015
"  $58,030",1270000,Hatfield,     41.6,"      $2,414,035",2015
"  $67,376",1280000,Haverhill,    492.6,"     $33,189,622",2015
"  $55,327",6850000,Hawlemont,     10.4,"        $575,405",2015
"  $77,082",1310000,Hingham,    286.1,"     $22,053,268",2015
"  $62,041",1330000,Holbrook,     85.1,"      $5,279,680",2015
"  $61,098",1350000,Holland,     19.3,"      $1,179,198",2015
"  $78,598",1360000,Holliston,    207.2,"     $16,285,433",2015
"  $67,517",1370000,Holyoke,    441.0,"     $29,775,072",2015
"  $65,526",1380000,Hopedale,     86.0,"      $5,635,272",2015
"  $82,436",1390000,Hopkinton,    253.2,"     $20,872,912",2015
"  $73,889",1410000,Hudson,    242.2,"     $17,895,923",2015
"  $80,206",1420000,Hull,     86.8,"      $6,961,852",2015
"  $68,727",1440000,Ipswich,    143.8,"      $9,882,874",2015
"  $69,091",6900000,King Philip,    127.1,"      $8,781,464",2015
"  $66,560",1450000,Kingston,     67.3,"      $4,479,519",2015
"  $58,259",1480000,Lanesborough,     21.7,"      $1,264,229",2015
"  $70,872",1490000,Lawrence,"  1,028.9","     $72,916,951",2015
"  $64,212",1500000,Lee,     70.8,"      $4,546,268",2015
"  $72,758",1510000,Leicester,    105.6,"      $7,683,225",2015
"  $72,217",1520000,Lenox,     78.3,"      $5,654,627",2015
"  $68,580",1530000,Leominster,    441.1,"     $30,250,779",2015
"  $62,374",1540000,Leverett,     14.7,"        $916,893",2015
"  $80,975",1550000,Lexington,    548.7,"     $44,431,043",2015
"  $86,451",1570000,Lincoln,    121.4,"     $10,495,124",2015
"  $91,243",6950000,Lincoln-Sudbury,    123.6,"     $11,277,688",2015
"  $72,469",1580000,Littleton,    110.0,"      $7,971,785",2015
"  $69,770",1590000,Longmeadow,    239.5,"     $16,709,914",2015
"  $76,951",1600000,Lowell,"  1,020.4","     $78,519,951",2015
"  $59,724",1610000,Ludlow,    231.6,"     $13,832,042",2015
"  $74,592",1620000,Lunenburg,    101.6,"      $7,578,542",2015
"  $73,395",1630000,Lynn,"  1,049.3","     $77,013,061",2015
"  $79,560",1640000,Lynnfield,    166.7,"     $13,262,640",2015
"  $83,740",1650000,Malden,    451.5,"     $37,808,499",2015
"  $72,386",6980000,Manchester Essex Regional,    126.7,"      $9,171,242",2015
"  $77,465",1670000,Mansfield,    305.0,"     $23,626,783",2015
"  $67,142",1680000,Marblehead,    256.8,"     $17,242,167",2015
"  $82,742",1690000,Marion,     33.1,"      $2,738,775",2015
"  $75,495",1700000,Marlborough,    369.5,"     $27,895,522",2015
"  $70,582",1710000,Marshfield,    329.9,"     $23,284,966",2015
"  $88,815",7000000,Martha's Vineyard,     75.9,"      $6,741,089",2015
"  $94,253",7050000,Masconomet,    126.8,"     $11,951,229",2015
"  $73,750",1720000,Mashpee,    135.9,"     $10,022,651",2015
"  $73,206",1730000,Mattapoisett,     40.5,"      $2,964,841",2015
"  $68,774",1740000,Maynard,    106.9,"      $7,351,939",2015
"  $78,845",1750000,Medfield,    198.3,"     $15,634,934",2015
"  $72,648",1760000,Medford,    393.9,"     $28,616,170",2015
"  $85,216",1770000,Medway,    149.0,"     $12,697,237",2015
"  $60,939",1780000,Melrose,    259.6,"     $15,819,655",2015
"  $75,823",7100000,Mendon-Upton,    162.5,"     $12,321,220",2015
"  $77,384",1810000,Methuen,    474.7,"     $36,734,044",2015
"  $67,080",1820000,Middleborough,    227.3,"     $15,247,174",2015
"  $69,763",1840000,Middleton,     63.3,"      $4,415,993",2015
"  $71,246",1850000,Milford,    322.4,"     $22,969,673",2015
"  $75,778",1860000,Millbury,    132.0,"     $10,002,675",2015
"  $76,193",1870000,Millis,     96.7,"      $7,367,820",2015
"  $80,117",1890000,Milton,    285.8,"     $22,897,470",2015
"  $81,199",8300000,Minuteman Regional Vocational Technical,     81.6,"      $6,625,819",2015
"  $74,302",7170000,Mohawk Trail,     70.9,"      $5,268,019",2015
"  $71,252",7120000,Monomoy Regional School District,    177.0,"     $12,611,687",2015
"  $60,397",1910000,Monson,     84.1,"      $5,079,387",2015
"  $76,994",8320000,Montachusett Regional Vocational Technical,    111.0,"      $8,546,427",2015
"  $79,391",7150000,Mount Greylock,     48.5,"      $3,850,472",2015
"  $76,600",1960000,Nahant,     10.5,"        $804,297",2015
"  $84,528",1970000,Nantucket,    131.3,"     $11,098,510",2015
"  $63,710",7200000,Narragansett,    105.1,"      $6,695,952",2015
"  $71,458",7250000,Nashoba,    264.8,"     $18,919,145",2015
"  $71,400",8520000,Nashoba Valley Regional Vocational Technical,     58.5,"      $4,176,893",2015
"  $68,893",1980000,Natick,    375.7,"     $25,883,083",2015
"  $80,325",6600000,Nauset,    135.7,"     $10,900,076",2015
"  $87,555",1990000,Needham,    381.1,"     $33,367,115",2015
"  $73,320",2010000,New Bedford,    848.9,"     $62,241,552",2015
"  $52,759",7280000,New Salem-Wendell,     12.6,"        $664,759",2015
"  $78,278",2040000,Newburyport,    181.0,"     $14,168,338",2015
"  $75,665",2070000,Newton,"  1,060.5","     $80,242,396",2015
"  $81,344",2080000,Norfolk,     67.3,"      $5,474,468",2015
"  $74,644",9150000,Norfolk County Agricultural,     43.7,"      $3,261,943",2015
"  $62,613",2090000,North Adams,    127.6,"      $7,989,448",2015
"  $77,466",2110000,North Andover,    293.0,"     $22,697,411",2015
"  $72,079",2120000,North Attleborough,    290.3,"     $20,924,567",2015
"  $71,668",2150000,North Brookfield,     44.4,"      $3,182,071",2015
"  $64,610",7350000,North Middlesex,    256.3,"     $16,559,494",2015
"  $73,771",2170000,North Reading,    195.8,"     $14,444,287",2015
"  $58,980",2100000,Northampton,    221.4,"     $13,058,136",2015
"  $60,728",4060000,Northampton-Smith Vocational Agricultural,     47.2,"      $2,866,382",2015
"  $86,947",7300000,Northboro-Southboro,    107.1,"      $9,312,036",2015
"  $78,504",2130000,Northborough,    139.8,"     $10,974,842",2015
"  $68,961",2140000,Northbridge,    163.8,"     $11,295,828",2015
"  $82,279",8530000,Northeast Metropolitan Regional Vocational Technical,    113.5,"      $9,338,654",2015
"  $78,016",8510000,Northern Berkshire Regional Vocational Technical,     51.0,"      $3,978,801",2015
"  $65,933",2180000,Norton,    187.7,"     $12,375,604",2015
"  $76,313",2190000,Norwell,    163.3,"     $12,461,880",2015
"  $73,187",2200000,Norwood,    271.1,"     $19,841,064",2015
"  $86,824",2210000,Oak Bluffs,     43.8,"      $3,802,890",2015
"  $73,771",8550000,Old Colony Regional Vocational Technical,     54.9,"      $4,050,015",2015
"  $79,836",7400000,Old Rochester,     87.5,"      $6,985,644",2015
"  $61,325",2230000,Orange,     45.5,"      $2,790,291",2015
"  $73,527",2240000,Orleans,     24.9,"      $1,830,831",2015
"  $65,892",2260000,Oxford,    135.0,"      $8,895,375",2015
"  $67,521",2270000,Palmer,    113.5,"      $7,663,615",2015
"  $68,920",8600000,Pathfinder Regional Vocational Technical,     77.0,"      $5,306,808",2015
"  $75,438",2290000,Peabody,    437.1,"     $32,973,953",2015
"  $70,952",2300000,Pelham,     11.3,"        $801,755",2015
"  $75,527",2310000,Pembroke,    194.8,"     $14,712,685",2015
"  $71,532",7450000,Pentucket,    217.4,"     $15,551,135",2015
"  $66,998",2340000,Petersham,      9.8,"        $656,581",2015
"  $53,763",7500000,Pioneer Valley,     87.7,"      $4,715,049",2015
"  $64,515",2360000,Pittsfield,    486.6,"     $31,392,932",2015
"  $69,227",2380000,Plainville,     51.4,"      $3,558,247",2015
"  $66,619",2390000,Plymouth,    617.5,"     $41,136,945",2015
"  $71,657",2400000,Plympton,     18.2,"      $1,304,162",2015
"  $79,680",2420000,Provincetown,     19.0,"      $1,513,916",2015
"  $72,643",7530000,Quabbin,    166.9,"     $12,124,118",2015
"  $68,731",7780000,Quaboag Regional,     92.3,"      $6,343,867",2015
"  $76,182",2430000,Quincy,    693.1,"     $52,801,618",2015
"  $61,118",7550000,Ralph C Mahar,     63.9,"      $3,905,462",2015
"  $66,818",2440000,Randolph,    256.2,"     $17,118,687",2015
"  $70,262",2460000,Reading,    314.2,"     $22,076,459",2015
"  $78,788",2480000,Revere,    513.1,"     $40,425,886",2015
"  $93,754",2490000,Richmond,     16.5,"      $1,546,938",2015
"  $88,493",2500000,Rochester,     33.7,"      $2,982,230",2015
"  $71,109",2510000,Rockland,    143.4,"     $10,197,001",2015
"  $74,556",2520000,Rockport,     84.1,"      $6,270,148",2015
"  $64,551",2530000,Rowe,      8.1,"        $522,863",2015
"  $73,185",2580000,Salem,    420.1,"     $30,744,906",2015
"  $91,022",2610000,Sandwich,    186.3,"     $16,957,424",2015
"  $69,552",2620000,Saugus,    208.5,"     $14,501,526",2015
"  $52,156",2630000,Savoy,      4.1,"        $213,838",2015
"  $78,313",2640000,Scituate,    247.7,"     $19,398,132",2015
"  $75,935",2650000,Seekonk,    145.1,"     $11,018,231",2015
"  $78,087",2660000,Sharon,    261.5,"     $20,421,703",2015
"  $82,948",8710000,Shawsheen Valley Regional Vocational Technical,    129.2,"     $10,716,903",2015
" $100,565",2690000,Sherborn,     30.4,"      $3,057,173",2015
"  $75,488",2710000,Shrewsbury,    397.1,"     $29,976,467",2015
"  $58,041",2720000,Shutesbury,     15.1,"        $876,414",2015
"  $79,060",7600000,Silver Lake,    134.5,"     $10,633,585",2015
"  $70,133",2730000,Somerset,    122.2,"      $8,566,773",2015
"  $62,858",7630000,Somerset Berkley Regional School District,     83.5,"      $5,248,637",2015
"  $71,541",2740000,Somerville,    425.4,"     $30,433,467",2015
"  $69,927",2780000,South Hadley,    141.8,"      $9,915,608",2015
"  $75,650",8290000,South Middlesex Regional Vocational Technical,     77.1,"      $5,832,579",2015
"  $85,595",8730000,South Shore Regional Vocational Technical,     53.8,"      $4,604,998",2015
"  $70,916",2750000,Southampton,     33.7,"      $2,389,874",2015
"  $80,230",2760000,Southborough,    110.4,"      $8,857,392",2015
"  $68,572",2770000,Southbridge,    165.5,"     $11,348,586",2015
"  $81,685",8720000,Southeastern Regional Vocational Technical,    122.0,"      $9,965,582",2015
"  $70,660",7650000,Southern Berkshire,     79.9,"      $5,645,712",2015
"  $72,553",8760000,Southern Worcester County Regional Vocational Technical,    107.7,"      $7,813,907",2015
"  $62,747",7660000,Southwick-Tolland-Granville Regional School District,    142.0,"      $8,910,144",2015
"  $62,539",7670000,Spencer-E Brookfield,    114.8,"      $7,179,534",2015
"  $65,293",2810000,Springfield,"  1,997.6","    $130,432,206",2015
"  $66,693",2840000,Stoneham,    186.5,"     $12,438,219",2015
"  $76,466",2850000,Stoughton,    294.0,"     $22,480,956",2015
"  $72,921",2870000,Sturbridge,     69.8,"      $5,089,894",2015
"  $76,991",2880000,Sudbury,    210.9,"     $16,237,472",2015
"  $75,424",2890000,Sunderland,     14.2,"      $1,071,023",2015
"  $72,210",2900000,Sutton,     98.9,"      $7,141,611",2015
"  $76,016",2910000,Swampscott,    185.7,"     $14,116,092",2015
"  $62,775",2920000,Swansea,    163.7,"     $10,276,348",2015
"  $73,069",7700000,Tantasqua,    145.9,"     $10,658,240",2015
"  $73,662",2930000,Taunton,    519.2,"     $38,245,292",2015
"  $73,944",2950000,Tewksbury,    249.8,"     $18,471,234",2015
"  $81,262",2960000,Tisbury,     37.4,"      $3,039,214",2015
"  $84,050",2980000,Topsfield,     48.5,"      $4,076,448",2015
"  $79,134",8780000,Tri County Regional Vocational Technical,     94.7,"      $7,493,981",2015
"  $75,098",7730000,Triton,    220.8,"     $16,581,702",2015
"  $72,780",3000000,Truro,     15.8,"      $1,149,926",2015
"  $71,705",3010000,Tyngsborough,    132.6,"      $9,508,082",2015
"  $83,477",7740000,Up-Island Regional,     42.9,"      $3,581,179",2015
"  $68,731",8790000,Upper Cape Cod Regional Vocational Technical,     73.0,"      $5,017,329",2015
"  $70,226",3040000,Uxbridge,    126.6,"      $8,890,566",2015
"  $68,835",7750000,Wachusett,    459.0,"     $31,595,350",2015
"  $68,907",3050000,Wakefield,    253.9,"     $17,495,437",2015
"  $64,373",3060000,Wales,     11.5,"        $740,295",2015
"  $74,124",3070000,Walpole,    291.5,"     $21,607,041",2015
"  $75,383",3080000,Waltham,    483.2,"     $36,422,449",2015
"  $61,266",3090000,Ware,     88.8,"      $5,440,456",2015
"  $68,502",3100000,Wareham,    202.3,"     $13,858,037",2015
"  $76,887",3140000,Watertown,    235.6,"     $18,114,540",2015
"  $89,900",3150000,Wayland,    205.5,"     $18,474,377",2015
"  $71,242",3160000,Webster,    132.8,"      $9,460,992",2015
"  $90,041",3170000,Wellesley,    379.9,"     $34,204,649",2015
"  $80,134",3180000,Wellfleet,     15.0,"      $1,199,765",2015
"  $70,796",3220000,West Boylston,     79.0,"      $5,592,907",2015
"  $66,220",3230000,West Bridgewater,     91.2,"      $6,039,286",2015
"  $67,340",3320000,West Springfield,    294.9,"     $19,858,513",2015
"  $78,661",3210000,Westborough,    274.3,"     $21,578,374",2015
"  $67,184",3250000,Westfield,    438.7,"     $29,473,572",2015
"  $76,165",3260000,Westford,    360.5,"     $27,457,555",2015
"  $62,763",3270000,Westhampton,     11.9,"        $746,878",2015
"  $93,953",3300000,Weston,    196.7,"     $18,480,494",2015
"  $74,575",3310000,Westport,    108.7,"      $8,106,319",2015
"  $86,074",3350000,Westwood,    232.3,"     $19,994,957",2015
"  $80,042",3360000,Weymouth,    416.3,"     $33,321,361",2015
"  $87,834",3370000,Whately,      7.1,"        $623,618",2015
"  $77,887",7800000,Whitman-Hanson,    241.3,"     $18,794,244",2015
"  $83,260",8850000,Whittier Regional Vocational Technical,    109.2,"      $9,092,041",2015
"  $65,326",3400000,Williamsburg,     16.5,"      $1,077,884",2015
"  $70,952",3410000,Williamstown,     36.6,"      $2,596,834",2015
"  $71,281",3420000,Wilmington,    273.1,"     $19,466,899",2015
"  $76,449",3430000,Winchendon,    101.0,"      $7,721,372",2015
"  $74,033",3440000,Winchester,    333.8,"     $24,712,152",2015
"  $59,424",3460000,Winthrop,    151.5,"      $9,002,723",2015
"  $73,237",3470000,Woburn,    363.9,"     $26,650,981",2015
"  $78,256",3480000,Worcester,"  1,828.8","    $143,116,198",2015
"  $70,996",3500000,Wrentham,     77.4,"      $5,495,086",2015
"  $74,744",0,State," 69,343.6","  $5,182,980,704",2015
"  $75,486",10000,Abington,    129.0,"      $9,767,834",2016
"  $79,900",6000000,Acton-Boxborough,    368.0,"     $29,363,081",2016
"  $67,934",30000,Acushnet,     70.0,"      $4,755,405",2016
"  $74,932",6030000,Adams-Cheshire,     89.0,"      $6,691,452",2016
"  $68,965",50000,Agawam,    323.0,"     $22,248,427",2016
"  $74,406",70000,Amesbury,    165.0,"     $12,254,577",2016
"  $74,121",80000,Amherst,    122.0,"      $9,005,730",2016
"  $78,702",6050000,Amherst-Pelham,    117.0,"      $9,168,746",2016
"  $81,653",90000,Andover,    469.0,"     $38,327,763",2016
"  $69,977",100000,Arlington,    380.0,"     $26,619,396",2016
"  $70,290",6100000,Ashburnham-Westminster,    158.0,"     $11,119,937",2016
"  $76,899",140000,Ashland,    188.0,"     $14,464,647",2016
"  $78,750",8010000,Assabet Valley Regional Vocational Technical,    110.0,"      $8,686,073",2016
"  $65,205",6150000,Athol-Royalston,    101.0,"      $6,611,835",2016
"  $78,989",160000,Attleboro,    392.0,"     $30,932,044",2016
"  $68,465",170000,Auburn,    176.0,"     $12,056,719",2016
"  $68,299",180000,Avon,     65.0,"      $4,459,922",2016
"  $68,154",6160000,Ayer Shirley School District,    122.0,"      $8,319,846",2016
"  $77,349",200000,Barnstable,    365.0,"     $28,240,747",2016
"  $85,551",230000,Bedford,    222.0,"     $18,992,213",2016
"  $63,188",240000,Belchertown,    173.0,"     $10,912,638",2016
"  $76,176",250000,Bellingham,    157.0,"     $11,921,547",2016
"  $85,279",260000,Belmont,    261.0,"     $22,257,855",2016
"  $75,101",270000,Berkley,     60.0,"      $4,521,073",2016
"  $72,737",6180000,Berkshire Hills,    114.0,"      $8,255,692",2016
"  $79,814",280000,Berlin,     16.0,"      $1,300,964",2016
"  $69,778",6200000,Berlin-Boylston,     45.0,"      $3,105,122",2016
"  $73,530",300000,Beverly,    311.0,"     $22,831,118",2016
"  $80,142",310000,Billerica,    377.0,"     $30,173,624",2016
"  $80,294",8050000,Blackstone Valley Regional Vocational Technical,     94.0,"      $7,563,689",2016
"  $60,547",6220000,Blackstone-Millville,    139.0,"      $8,385,779",2016
"  $76,708",8060000,Blue Hills Regional Vocational Technical,     84.0,"      $6,405,107",2016
"  $90,626",350000,Boston,"  4,230.0","    $391,799,784",2016
"  $79,269",360000,Bourne,    147.0,"     $11,660,453",2016
"  $79,523",380000,Boxford,     63.0,"      $5,001,980",2016
"  $74,314",390000,Boylston,     22.0,"      $1,597,746",2016
"  $73,891",400000,Braintree,    429.0,"     $31,691,855",2016
"  $75,868",410000,Brewster,     45.0,"      $3,414,039",2016
"  $79,868",6250000,Bridgewater-Raynham,    335.0,"     $26,779,838",2016
"  $69,226",430000,Brimfield,     27.0,"      $1,841,401",2016
"  $66,962",9100000,Bristol County Agricultural,     34.0,"      $2,290,115",2016
"  $85,550",8100000,Bristol-Plymouth Regional Vocational Technical,    105.0,"      $8,940,007",2016
"  $84,286",440000,Brockton,"  1,086.0","     $91,526,588",2016
"  $64,772",450000,Brookfield,     24.0,"      $1,573,957",2016
"  $93,727",460000,Brookline,    599.0,"     $56,142,695",2016
"  $94,982",480000,Burlington,    313.0,"     $29,737,101",2016
"  $82,409",490000,Cambridge,    661.0,"     $54,449,757",2016
"  $80,870",500000,Canton,    244.0,"     $19,709,158",2016
"  $72,516",8150000,Cape Cod Regional Vocational Technical,     68.0,"      $4,952,829",2016
" $100,803",510000,Carlisle,     54.0,"      $5,423,187",2016
"  $67,255",520000,Carver,    130.0,"      $8,756,627",2016
"  $69,167",6350000,Central Berkshire,    132.0,"      $9,102,413",2016
"  $73,874",560000,Chelmsford,    366.0,"     $27,060,165",2016
"  $66,342",570000,Chelsea,    424.0,"     $28,155,659",2016
"  $63,827",6320000,Chesterfield-Goshen,     16.0,"      $1,008,465",2016
"  $70,320",610000,Chicopee,    641.0,"     $45,103,467",2016
"  $64,132",630000,Clarksburg,     15.0,"        $961,978",2016
"  $66,410",640000,Clinton,    144.0,"      $9,543,100",2016
"  $80,832",650000,Cohasset,    121.0,"      $9,764,547",2016
"  $95,732",670000,Concord,    162.0,"     $15,537,242",2016
"  $97,978",6400000,Concord-Carlisle,     98.0,"      $9,582,276",2016
"  $68,685",680000,Conway,     12.0,"        $796,751",2016
"  $80,735",710000,Danvers,    275.0,"     $22,234,367",2016
"  $66,282",720000,Dartmouth,    310.0,"     $20,514,152",2016
"  $78,480",730000,Dedham,    234.0,"     $18,356,448",2016
"  $64,596",740000,Deerfield,     36.0,"      $2,351,288",2016
"  $68,351",6450000,Dennis-Yarmouth,    295.0,"     $20,163,454",2016
"  $70,120",6500000,Dighton-Rehoboth,    224.0,"     $15,720,965",2016
"  $69,277",770000,Douglas,     90.0,"      $6,221,055",2016
"  $96,429",780000,Dover,     37.0,"      $3,529,309",2016
"  $90,341",6550000,Dover-Sherborn,    108.0,"      $9,720,921",2016
"  $71,835",790000,Dracut,    215.0,"     $15,451,696",2016
"  $69,300",6580000,Dudley-Charlton Reg,    268.0,"     $18,544,661",2016
"  $75,040",820000,Duxbury,    241.0,"     $18,099,623",2016
"  $72,393",830000,East Bridgewater,    133.0,"      $9,657,287",2016
"  $72,728",870000,East Longmeadow,    207.0,"     $15,018,418",2016
"  $80,792",850000,Eastham,     24.0,"      $1,898,608",2016
"  $66,469",860000,Easthampton,    110.0,"      $7,318,275",2016
"  $74,227",880000,Easton,    265.0,"     $19,685,039",2016
"  $88,139",890000,Edgartown,     41.0,"      $3,596,078",2016
"  $75,990",910000,Erving,     16.0,"      $1,223,444",2016
"  $72,507",8170000,Essex North Shore Agricultural and Technical School District,    108.0,"      $7,830,797",2016
"  $79,227",930000,Everett,    526.0,"     $41,665,324",2016
"  $67,165",940000,Fairhaven,    142.0,"      $9,523,958",2016
"  $69,591",950000,Fall River,    715.0,"     $49,756,821",2016
"  $74,775",960000,Falmouth,    299.0,"     $22,388,260",2016
"  $59,329",6620000,Farmington River Reg,     14.0,"        $800,936",2016
"  $72,736",970000,Fitchburg,    357.0,"     $25,944,826",2016
"  $44,257",980000,Florida,     12.0,"        $522,236",2016
"  $82,651",990000,Foxborough,    211.0,"     $17,464,196",2016
"  $76,898",1000000,Framingham,    733.0,"     $56,397,617",2016
"  $76,208",1010000,Franklin,    412.0,"     $31,397,705",2016
"  $71,890",8180000,Franklin County Regional Vocational Technical,     55.0,"      $3,975,523",2016
"  $69,336",6650000,Freetown-Lakeville,    191.0,"     $13,263,884",2016
"  $66,019",6700000,Frontier,     52.0,"      $3,426,386",2016
"  $65,977",1030000,Gardner,    181.0,"     $11,948,464",2016
"  $59,440",6720000,Gateway,     83.0,"      $4,909,756",2016
"  $69,594",1050000,Georgetown,    107.0,"      $7,432,647",2016
"  $58,330",6740000,Gill-Montague,     89.0,"      $5,208,901",2016
"  $74,743",1070000,Gloucester,    260.0,"     $19,448,137",2016
"  $45,659",1090000,Gosnold,      1.0,"         $50,225",2016
"  $73,300",1100000,Grafton,    223.0,"     $16,350,764",2016
"  $64,294",1110000,Granby,     66.0,"      $4,224,113",2016
"  $79,250",8210000,Greater Fall River Regional Vocational Technical,    141.0,"     $11,166,331",2016
"  $83,206",8230000,Greater Lawrence Regional Vocational Technical,    131.0,"     $10,891,707",2016
"  $83,577",8280000,Greater Lowell Regional Vocational Technical,    183.0,"     $15,303,584",2016
"  $90,408",8250000,Greater New Bedford Regional Vocational Technical,    176.0,"     $15,938,850",2016
"  $61,206",1140000,Greenfield,    160.0,"      $9,799,125",2016
"  $78,414",6730000,Groton-Dunstable,    171.0,"     $13,424,416",2016
"  $64,425",1170000,Hadley,     50.0,"      $3,240,587",2016
"  $79,989",1180000,Halifax,     39.0,"      $3,095,592",2016
"  $77,047",6750000,Hamilton-Wenham,    149.0,"     $11,456,903",2016
"  $74,503",6800000,Hampden-Wilbraham,    216.0,"     $16,055,449",2016
"  $73,369",6830000,Hampshire,     67.0,"      $4,937,763",2016
