Average Salary,District Code,District Name,FTE Count,Salary Totals,Year
"  $89,689",1220000,Hanover,    194.3,"     $17,426,505",2020
"  $93,735",1250000,Harvard,     92.0,"      $8,623,611",2020
"  $66,566",1270000,Hatfield,     41.7,"      $2,775,821",2020
"  $74,287",1280000,Haverhill,    598.9,"     $44,490,768",2020
"  $82,996",6850000,Hawlemont,     12.0,"        $995,952",2020
"  $73,012",4190000,Helen Y. Davis Leadership Academy Charter Public (District),     21.0,"      $1,533,249",2020
"  $59,934",4550000,Hill View Montessori Charter Public (District),     22.0,"      $1,318,552",2020
"  $63,538",4500000,Hilltown Cooperative Charter Public (District),     20.5,"      $1,299,349",2020
"  $97,280",1310000,Hingham,    299.8,"     $29,164,434",2020
"  $74,601",1330000,Holbrook,     92.9,"      $6,930,414",2020
"  $79,757",1350000,Holland,     16.4,"      $1,308,017",2020
"  $84,877",1360000,Holliston,    212.5,"     $18,036,414",2020
"  $71,621",1370000,Holyoke,    395.6,"     $28,333,319",2020
"  $64,483",4530000,Holyoke Community Charter (District),     43.0,"      $2,772,767",2020
"  $81,911",6030000,Hoosac Valley Regional,     86.0,"      $7,044,317",2020
"  $70,701",1380000,Hopedale,     97.2,"      $6,872,184",2020
"  $93,778",1390000,Hopkinton,    268.1,"     $25,141,830",2020
"  $81,072",1410000,Hudson,    229.0,"     $18,565,504",2020
"  $83,820",1420000,Hull,     82.1,"      $6,881,656",2020
"  $60,438",4350000,Innovation Academy Charter (District),     70.6,"      $4,267,724",2020
"  $79,104",1440000,Ipswich,    156.1,"     $12,348,077",2020
"  $70,628",4630000,KIPP Academy Boston Charter School (District),     40.8,"      $2,881,481",2020
"  $67,023",4290000,KIPP Academy Lynn Charter (District),    105.1,"      $7,041,107",2020
"  $79,197",6900000,King Philip,    135.8,"     $10,754,916",2020
"  $81,070",1450000,Kingston,     68.2,"      $5,528,984",2020
"  $69,596",1490000,Lawrence,"  1,118.8","     $77,864,114",2020
"  $63,750",4540000,Lawrence Family Development Charter (District),     61.2,"      $3,899,997",2020
"  $68,551",1500000,Lee,     71.2,"      $4,880,813",2020
"  $82,768",1510000,Leicester,    105.1,"      $8,698,884",2020
"  $79,665",1520000,Lenox,     79.5,"      $6,333,374",2020
"  $75,588",1530000,Leominster,    438.6,"     $33,152,962",2020
"  $59,858",1540000,Leverett,     16.9,"      $1,011,608",2020
"  $92,678",1550000,Lexington,    616.2,"     $57,108,214",2020
"  $66,407",35140000,Libertas Academy Charter School (District),     21.8,"      $1,447,408",2020
"  $93,180",1570000,Lincoln,    120.5,"     $11,228,180",2020
" $107,460",6950000,Lincoln-Sudbury,    129.2,"     $13,883,802",2020
"  $78,543",1580000,Littleton,    121.2,"      $9,519,469",2020
"  $77,808",1590000,Longmeadow,    243.8,"     $18,969,545",2020
"  $78,200",1600000,Lowell,"  1,079.7","     $84,432,261",2020
"  $71,982",4560000,Lowell Community Charter Public (District),     65.5,"      $4,711,951",2020
"  $94,916",4580000,Lowell Middlesex Academy Charter (District),      8.5,"        $806,787",2020
"  $73,780",1610000,Ludlow,    231.2,"     $17,057,839",2020
"  $83,054",1620000,Lunenburg,    107.4,"      $8,920,016",2020
"  $79,555",1630000,Lynn,"  1,172.9","     $93,310,156",2020
"  $93,517",1640000,Lynnfield,    162.5,"     $15,196,481",2020
"  $69,315",4690000,MATCH Charter Public School (District),    114.7,"      $7,951,214",2020
"  $84,785",1650000,Malden,    473.0,"     $40,103,449",2020
"  $86,227",6980000,Manchester Essex Regional,    131.4,"     $11,330,275",2020
"  $89,125",1670000,Mansfield,    300.9,"     $26,817,649",2020
"  $85,362",35170000,Map Academy Charter School (District),      9.5,"        $810,940",2020
"  $83,051",1680000,Marblehead,    257.2,"     $21,360,752",2020
"  $57,487",4640000,Marblehead Community Charter Public (District),     23.0,"      $1,322,190",2020
"  $97,766",1690000,Marion,     32.5,"      $3,177,389",2020
"  $82,442",1700000,Marlborough,    387.6,"     $31,954,351",2020
"  $79,755",1710000,Marshfield,    324.6,"     $25,888,578",2020
"  $97,895",7000000,Martha's Vineyard,     75.1,"      $7,351,893",2020
"  $87,292",4660000,Martha's Vineyard Charter (District),     18.6,"      $1,627,129",2020
"  $70,368",4920000,Martin Luther King Jr. Charter School of Excellence (District),     35.9,"      $2,522,499",2020
" $101,319",7050000,Masconomet,    132.4,"     $13,414,616",2020
"  $78,685",1720000,Mashpee,    139.6,"     $10,984,363",2020
"  $91,147",1730000,Mattapoisett,     37.1,"      $3,381,549",2020
"  $83,424",1740000,Maynard,    111.8,"      $9,326,836",2020
"  $98,997",1750000,Medfield,    195.6,"     $19,363,750",2020
"  $86,949",1760000,Medford,    397.2,"     $34,536,308",2020
"  $82,251",1770000,Medway,    160.4,"     $13,193,043",2020
"  $69,025",1780000,Melrose,    273.9,"     $18,906,000",2020
"  $86,148",7100000,Mendon-Upton,    156.4,"     $13,473,622",2020
"  $78,476",1810000,Methuen,    497.8,"     $39,065,358",2020
"  $78,416",1820000,Middleborough,    217.9,"     $17,086,827",2020
"  $77,754",1840000,Middleton,     65.1,"      $5,061,753",2020
"  $84,923",1850000,Milford,    337.6,"     $28,670,097",2020
"  $83,615",1860000,Millbury,    131.7,"     $11,012,064",2020
"  $91,704",1870000,Millis,     93.7,"      $8,592,634",2020
"  $86,571",1890000,Milton,    310.3,"     $26,863,007",2020
" $104,099",8300000,Minuteman Regional Vocational Technical,     77.5,"      $8,067,636",2020
"  $72,849",7170000,Mohawk Trail,     78.6,"      $5,725,900",2020
"  $80,027",7120000,Monomoy Regional School District,    169.0,"     $13,524,530",2020
"  $64,317",1910000,Monson,     81.0,"      $5,209,659",2020
"  $85,856",8320000,Montachusett Regional Vocational Technical,    116.0,"      $9,959,340",2020
"  $73,492",7150000,Mount Greylock,    105.8,"      $7,775,496",2020
"  $59,613",4700000,Mystic Valley Regional Charter (District),    102.2,"      $6,090,114",2020
"  $78,479",1960000,Nahant,      9.6,"        $753,403",2020
"  $96,400",1970000,Nantucket,    146.8,"     $14,151,500",2020
"  $68,186",7200000,Narragansett,    100.4,"      $6,845,854",2020
"  $85,068",7250000,Nashoba,    264.6,"     $22,509,000",2020
"  $84,611",8520000,Nashoba Valley Regional Vocational Technical,     65.0,"      $5,499,707",2020
"  $81,434",1980000,Natick,    431.2,"     $35,114,259",2020
"  $90,588",6600000,Nauset,    136.4,"     $12,356,259",2020
"  $92,960",1990000,Needham,    423.3,"     $39,349,875",2020
"  $71,395",4440000,Neighborhood House Charter (District),     64.6,"      $4,608,637",2020
"  $77,349",2010000,New Bedford,    958.3,"     $74,123,951",2020
"  $57,098",35130000,New Heights Charter School of Brockton (District),     41.8,"      $2,386,253",2020
"  $65,268",7280000,New Salem-Wendell,     13.7,"        $894,177",2020
"  $84,050",2040000,Newburyport,    195.3,"     $16,415,031",2020
"  $88,804",2070000,Newton,"  1,086.9","     $96,521,591",2020
"  $87,500",2080000,Norfolk,     79.0,"      $6,912,539",2020
"  $78,864",9150000,Norfolk County Agricultural,     56.1,"      $4,424,290",2020
"  $64,473",2090000,North Adams,    129.3,"      $8,336,360",2020
"  $81,527",2110000,North Andover,    315.9,"     $25,754,332",2020
"  $81,559",2120000,North Attleborough,    285.3,"     $23,268,883",2020
"  $63,582",2150000,North Brookfield,     45.8,"      $2,912,049",2020
"  $75,065",7350000,North Middlesex,    247.4,"     $18,571,164",2020
"  $81,584",2170000,North Reading,    207.2,"     $16,904,268",2020
"  $65,209",2100000,Northampton,    235.9,"     $15,382,729",2020
"  $67,664",4060000,Northampton-Smith Vocational Agricultural,     56.0,"      $3,789,165",2020
"  $91,342",7300000,Northboro-Southboro,    115.4,"     $10,540,890",2020
"  $98,843",2130000,Northborough,    129.4,"     $12,790,250",2020
"  $74,441",2140000,Northbridge,    159.8,"     $11,895,607",2020
"  $92,802",8530000,Northeast Metropolitan Regional Vocational Technical,    119.6,"     $11,099,128",2020
"  $83,580",8510000,Northern Berkshire Regional Vocational Technical,     50.1,"      $4,187,345",2020
"  $87,137",2180000,Norton,    169.2,"     $14,743,570",2020
"  $88,792",2190000,Norwell,    164.8,"     $14,632,947",2020
"  $88,388",2200000,Norwood,    280.4,"     $24,784,035",2020
"  $89,881",2210000,Oak Bluffs,     49.4,"      $4,440,119",2020
"  $75,044",8550000,Old Colony Regional Vocational Technical,     60.0,"      $4,502,669",2020
"  $87,789",7400000,Old Rochester,     90.0,"      $7,900,996",2020
"  $60,424",35150000,Old Sturbridge Academy Charter Public School (District),     16.1,"        $971,612",2020
"  $63,958",2230000,Orange,     42.6,"      $2,724,623",2020
"  $93,717",2240000,Orleans,     22.7,"      $2,127,382",2020
"  $70,478",2260000,Oxford,    122.1,"      $8,605,419",2020
"  $69,965",2270000,Palmer,    120.3,"      $8,416,806",2020
"  $73,441",8600000,Pathfinder Regional Vocational Technical,     75.0,"      $5,508,043",2020
"  $52,493",35010000,Paulo Freire Social Justice Charter School (District),     23.8,"      $1,249,338",2020
"  $85,244",2290000,Peabody,    449.3,"     $38,300,123",2020
"  $70,063",2300000,Pelham,     12.2,"        $854,764",2020
"  $86,750",2310000,Pembroke,    190.1,"     $16,491,238",2020
"  $75,431",7450000,Pentucket,    194.9,"     $14,701,443",2020
"  $39,246",2340000,Petersham,     13.0,"        $510,198",2020
"  $61,815",35180000,Phoenix Academy Public Charter High School Lawrence (District),     13.2,"        $815,525",2020
"  $64,169",35080000,Phoenix Academy Public Charter High School Springfield (District),     12.0,"        $769,775",2020
"  $52,945",4930000,Phoenix Charter Academy (District),     15.6,"        $825,886",2020
"  $52,140",4940000,Pioneer Charter School of Science (District),     73.2,"      $3,814,576",2020
"  $49,829",35060000,Pioneer Charter School of Science II (PCSS-II) (District),     35.7,"      $1,778,893",2020
"  $67,962",7500000,Pioneer Valley,     59.8,"      $4,064,108",2020
"  $57,436",4970000,Pioneer Valley Chinese Immersion Charter (District),     73.1,"      $4,199,929",2020
"  $49,966",4790000,Pioneer Valley Performing Arts Charter Public (District),     43.7,"      $2,183,219",2020
"  $65,584",2360000,Pittsfield,    491.1,"     $32,208,324",2020
"  $82,414",2380000,Plainville,     52.0,"      $4,285,522",2020
"  $76,082",2390000,Plymouth,    633.7,"     $48,212,863",2020
"  $87,031",2400000,Plympton,     17.3,"      $1,505,634",2020
"  $70,555",4870000,Prospect Hill Academy Charter (District),     99.4,"      $7,009,315",2020
"  $75,181",7530000,Quabbin,    142.0,"     $10,675,757",2020
"  $66,770",7780000,Quaboag Regional,     99.9,"      $6,670,329",2020
"  $86,635",2430000,Quincy,    708.6,"     $61,389,577",2020
"  $66,369",7550000,Ralph C Mahar,     63.3,"      $4,201,165",2020
"  $81,340",2440000,Randolph,    248.6,"     $20,221,083",2020
"  $81,265",2460000,Reading,    315.2,"     $25,614,679",2020
"  $85,089",2480000,Revere,    569.5,"     $48,457,924",2020
"  $73,452",2490000,Richmond,     20.1,"      $1,476,386",2020
"  $75,863",4830000,Rising Tide Charter Public (District),     46.2,"      $3,504,808",2020
"  $72,570",4820000,River Valley Charter (District),     21.9,"      $1,587,837",2020
"  $91,748",2500000,Rochester,     37.7,"      $3,458,896",2020
"  $71,980",2510000,Rockland,    176.4,"     $12,697,280",2020
"  $78,931",2520000,Rockport,     90.1,"      $7,111,703",2020
"  $70,080",2530000,Rowe,      8.3,"        $581,667",2020
"  $59,888",4840000,Roxbury Preparatory Charter (District),    124.5,"      $7,455,058",2020
"  $64,078",4410000,Sabis International Charter (District),     85.6,"      $5,485,792",2020
"  $97,534",2580000,Salem,    329.0,"     $32,088,783",2020
"  $64,880",4850000,Salem Academy Charter (District),     46.6,"      $3,021,595",2020
"  $81,355",2610000,Sandwich,    199.8,"     $16,254,709",2020
"  $78,350",2620000,Saugus,    210.9,"     $16,523,950",2020
"  $45,007",2630000,Savoy,      6.5,"        $292,547",2020
"  $89,590",2640000,Scituate,    244.6,"     $21,913,739",2020
"  $82,640",2650000,Seekonk,    161.7,"     $13,362,917",2020
"  $89,448",4860000,Seven Hills Charter Public (District),     35.8,"      $3,197,765",2020
"  $94,777",2660000,Sharon,    268.3,"     $25,428,551",2020
"  $99,469",8710000,Shawsheen Valley Regional Vocational Technical,    127.2,"     $12,652,436",2020
"  $98,593",2690000,Sherborn,     33.4,"      $3,292,996",2020
"  $82,305",2710000,Shrewsbury,    416.5,"     $34,279,957",2020
"  $64,393",2720000,Shutesbury,     15.9,"      $1,023,856",2020
"  $90,720",7600000,Silver Lake,    135.8,"     $12,319,838",2020
"  $53,813",4740000,Sizer School: A North Central Charter Essential (District),     39.7,"      $2,135,693",2020
"  $79,515",2730000,Somerset,    130.6,"     $10,384,643",2020
"  $79,473",7630000,Somerset Berkley Regional School District,     80.6,"      $6,405,495",2020
"  $89,167",2740000,Somerville,    445.1,"     $39,688,185",2020
"  $71,955",2780000,South Hadley,    148.1,"     $10,656,514",2020
"  $86,290",8290000,South Middlesex Regional Vocational Technical,     81.1,"      $6,998,134",2020
"  $72,005",4880000,South Shore Charter Public (District),     93.2,"      $6,707,499",2020
"  $84,445",8730000,South Shore Regional Vocational Technical,     63.7,"      $5,379,145",2020
"  $75,001",2750000,Southampton,     38.4,"      $2,880,053",2020
" $100,869",2760000,Southborough,    105.7,"     $10,661,889",2020
"  $69,792",2770000,Southbridge,    160.7,"     $11,215,546",2020
"  $85,674",8720000,Southeastern Regional Vocational Technical,    137.3,"     $11,763,043",2020
"  $73,965",7650000,Southern Berkshire,     76.9,"      $5,687,917",2020
"  $79,789",8760000,Southern Worcester County Regional Vocational Technical,    112.0,"      $8,936,350",2020
"  $67,810",7660000,Southwick-Tolland-Granville Regional School District,    127.5,"      $8,645,780",2020
"  $68,084",7670000,Spencer-E Brookfield,    112.1,"      $7,632,170",2020
"  $70,854",2810000,Springfield,"  2,040.2","    $144,557,274",2020
"  $63,000",35100000,Springfield Preparatory Charter School (District),     26.1,"      $1,644,300",2020
"  $78,626",2840000,Stoneham,    197.3,"     $15,512,883",2020
"  $87,196",2850000,Stoughton,    304.2,"     $26,524,991",2020
"  $82,814",2870000,Sturbridge,     69.5,"      $5,755,605",2020
"  $74,865",4890000,Sturgis Charter Public (District),     89.2,"      $6,680,080",2020
" $100,633",2880000,Sudbury,    195.9,"     $19,713,967",2020
"  $66,773",2890000,Sunderland,     21.8,"      $1,455,651",2020
"  $80,456",2900000,Sutton,    100.8,"      $8,109,941",2020
"  $81,317",2910000,Swampscott,    184.7,"     $15,019,329",2020
"  $74,792",2920000,Swansea,    159.1,"     $11,899,409",2020
"  $82,637",7700000,Tantasqua,    137.1,"     $11,329,541",2020
"  $83,245",2930000,Taunton,    541.0,"     $45,035,413",2020
"  $79,769",2950000,Tewksbury,    261.3,"     $20,843,655",2020
"  $95,913",2960000,Tisbury,     38.4,"      $3,683,043",2020
"  $86,016",2980000,Topsfield,     55.5,"      $4,773,912",2020
"  $92,139",8780000,Tri-County Regional Vocational Technical,     90.7,"      $8,356,997",2020
"  $84,033",7730000,Triton,    195.2,"     $16,403,301",2020
"  $84,098",3000000,Truro,     15.7,"      $1,320,344",2020
"  $83,540",3010000,Tyngsborough,    128.1,"     $10,701,481",2020
"  $73,977",4800000,UP Academy Charter School of Boston (District),     40.9,"      $3,023,959",2020
"  $81,324",35050000,UP Academy Charter School of Dorchester (District),     50.9,"      $4,136,159",2020
"  $88,700",7740000,Up-Island Regional,     52.3,"      $4,639,018",2020
"  $76,629",8790000,Upper Cape Cod Regional Vocational Technical,     79.3,"      $6,076,711",2020
"  $76,704",3040000,Uxbridge,    130.1,"      $9,979,239",2020
"  $72,560",4980000,Veritas Preparatory Charter School (District),     34.0,"      $2,467,031",2020
"  $83,930",7750000,Wachusett,    449.0,"     $37,684,439",2020
"  $83,373",3050000,Wakefield,    263.8,"     $21,993,832",2020
"  $83,029",3060000,Wales,     10.4,"        $863,499",2020
"  $83,747",3070000,Walpole,    289.7,"     $24,261,607",2020
"  $85,508",3080000,Waltham,    529.7,"     $45,293,802",2020
"  $67,010",3090000,Ware,     94.7,"      $6,345,819",2020
"  $79,709",3100000,Wareham,    184.1,"     $14,674,467",2020
"  $83,861",3140000,Watertown,    268.7,"     $22,533,473",2020
" $102,292",3150000,Wayland,    220.8,"     $22,586,130",2020
"  $73,923",3160000,Webster,    139.3,"     $10,297,537",2020
" $101,508",3170000,Wellesley,    393.2,"     $39,912,877",2020
"  $94,225",3180000,Wellfleet,     11.2,"      $1,055,322",2020
"  $81,612",3220000,West Boylston,     82.5,"      $6,733,028",2020
"  $79,590",3230000,West Bridgewater,     91.8,"      $7,306,334",2020
"  $72,990",3320000,West Springfield,    327.8,"     $23,926,068",2020
"  $83,176",3210000,Westborough,    331.5,"     $27,573,006",2020
"  $73,578",3250000,Westfield,    430.1,"     $31,645,720",2020
"  $88,289",3260000,Westford,    364.8,"     $32,207,894",2020
"  $65,481",3270000,Westhampton,     14.6,"        $956,020",2020
" $105,960",3300000,Weston,    180.4,"     $19,115,143",2020
"  $83,280",3310000,Westport,    113.6,"      $9,460,609",2020
"  $99,642",3350000,Westwood,    242.1,"     $24,123,358",2020
"  $80,324",3360000,Weymouth,    450.4,"     $36,178,090",2020
"  $66,576",3370000,Whately,     12.4,"        $825,546",2020
"  $86,197",7800000,Whitman-Hanson,    242.0,"     $20,859,789",2020
"  $89,567",8850000,Whittier Regional Vocational Technical,    113.8,"     $10,192,769",2020
"  $68,120",3400000,Williamsburg,     16.7,"      $1,137,608",2020
"  $84,590",3420000,Wilmington,    272.6,"     $23,059,212",2020
"  $80,990",3430000,Winchendon,     88.1,"      $7,135,255",2020
"  $85,916",3440000,Winchester,    356.3,"     $30,611,902",2020
"  $75,638",3460000,Winthrop,    149.5,"     $11,307,947",2020
"  $84,510",3470000,Woburn,    365.4,"     $30,879,774",2020
"  $86,937",3480000,Worcester,"  1,889.0","    $164,224,420",2020
"  $59,511",3490000,Worthington,      7.4,"        $440,385",2020
"  $79,750",3500000,Wrentham,     78.7,"      $6,276,325",2020
"  $83,586",0,State Totals," 75,076.2","  $6,275,321,899",2020
"  $66,422",4450000,Abby Kelley Foster Charter Public (District),    114.2,"      $7,586,419",2021
"  $92,005",10000,Abington,    132.4,"     $12,181,431",2021
"  $67,505",4120000,Academy Of the Pacific Rim Charter Public (District),     51.9,"      $3,503,450",2021
"  $91,268",6000000,Acton-Boxborough,    405.3,"     $36,991,103",2021
"  $76,566",30000,Acushnet,     68.2,"      $5,221,793",2021
"  $72,386",4300000,Advanced Math and Science Academy Charter (District),     73.6,"      $5,323,822",2021
"  $85,887",50000,Agawam,    305.9,"     $26,272,816",2021
"  $63,754",4090000,Alma del Mar Charter School (District),     63.0,"      $4,016,617",2021
"  $86,626",70000,Amesbury,    159.3,"     $13,799,456",2021
"  $83,719",80000,Amherst,    115.8,"      $9,694,674",2021
"  $84,020",6050000,Amherst-Pelham,    115.5,"      $9,704,310",2021
"  $94,627",90000,Andover,    483.5,"     $45,752,152",2021
"  $65,775",35090000,Argosy Collegiate Charter School (District),     38.6,"      $2,541,092",2021
"  $83,466",100000,Arlington,    465.8,"     $38,878,430",2021
"  $74,493",6100000,Ashburnham-Westminster,    161.1,"     $12,000,752",2021
"  $84,499",140000,Ashland,    207.2,"     $17,508,149",2021
"  $92,929",8010000,Assabet Valley Regional Vocational Technical,    108.0,"     $10,036,319",2021
"  $67,691",6150000,Athol-Royalston,    115.5,"      $7,818,289",2021
"  $49,544",4910000,Atlantis Charter (District),     98.8,"      $4,893,011",2021
"  $89,550",160000,Attleboro,    388.6,"     $34,799,179",2021
"  $80,268",170000,Auburn,    179.0,"     $14,367,883",2021
"  $86,036",180000,Avon,     64.2,"      $5,523,528",2021
"  $72,701",6160000,Ayer Shirley School District,    139.2,"     $10,119,963",2021
"  $85,472",200000,Barnstable,    408.5,"     $34,915,501",2021
"  $50,570",35020000,Baystate Academy Charter Public School (District),     52.5,"      $2,656,998",2021
" $102,581",230000,Bedford,    236.6,"     $24,270,763",2021
"  $75,874",240000,Belchertown,    167.4,"     $12,701,375",2021
"  $85,213",250000,Bellingham,    164.2,"     $13,991,946",2021
" $101,061",260000,Belmont,    279.4,"     $28,236,336",2021
"  $93,113",4200000,Benjamin Banneker Charter Public (District),     20.0,"      $1,859,184",2021
"  $72,946",4470000,Benjamin Franklin Classical Charter Public (District),     55.0,"      $4,010,915",2021
"  $77,612",270000,Berkley,     64.7,"      $5,021,511",2021
"  $53,645",4140000,Berkshire Arts and Technology Charter Public (District),     37.7,"      $2,021,770",2021
"  $83,528",6180000,Berkshire Hills,    111.0,"      $9,271,561",2021
"  $77,040",6200000,Berlin-Boylston,     90.7,"      $6,987,556",2021
"  $84,765",300000,Beverly,    338.7,"     $28,710,045",2021
"  $96,126",310000,Billerica,    366.4,"     $35,220,392",2021
"  $84,520",8050000,Blackstone Valley Regional Vocational Technical,    105.4,"      $8,911,769",2021
"  $82,251",6220000,Blackstone-Millville,    108.3,"      $8,907,761",2021
"  $96,122",8060000,Blue Hills Regional Vocational Technical,     82.6,"      $7,939,694",2021
" $104,813",350000,Boston,"  4,595.5","    $481,668,763",2021
"  $80,772",4490000,Boston Collegiate Charter (District),     69.2,"      $5,591,786",2021
" $116,644",4240000,Boston Day and Evening Academy Charter (District),     26.0,"      $3,037,648",2021
"  $92,939",4110000,Boston Green Academy Horace Mann Charter School (District),     43.3,"      $4,020,150",2021
"  $76,320",4160000,Boston Preparatory Charter Public (District),     58.6,"      $4,468,443",2021
"  $76,505",4810000,Boston Renaissance Charter Public (District),     83.0,"      $6,350,118",2021
"  $94,325",360000,Bourne,    139.8,"     $13,186,684",2021
"  $81,847",380000,Boxford,     65.1,"      $5,328,238",2021
"  $90,218",400000,Braintree,    434.2,"     $39,172,634",2021
"  $81,648",410000,Brewster,     47.0,"      $3,837,468",2021
"  $65,087",4170000,Bridge Boston Charter School (District),     42.0,"      $2,733,609",2021
"  $92,617",6250000,Bridgewater-Raynham,    331.8,"     $30,730,475",2021
"  $89,414",430000,Brimfield,     24.9,"      $2,226,401",2021
"  $76,115",9100000,Bristol County Agricultural,     35.2,"      $2,679,245",2021
"  $94,783",8100000,Bristol-Plymouth Regional Vocational Technical,    106.1,"     $10,058,370",2021
" $102,794",440000,Brockton,    986.2,"    $101,375,149",2021
"  $77,671",4280000,Brooke Charter School (District),    179.2,"     $13,919,417",2021
"  $72,788",450000,Brookfield,     22.1,"      $1,608,613",2021
" $101,158",460000,Brookline,    674.6,"     $68,241,445",2021
"  $99,104",480000,Burlington,    315.4,"     $31,257,450",2021
"  $96,662",490000,Cambridge,    769.3,"     $74,361,751",2021
"  $93,030",500000,Canton,    246.2,"     $22,903,929",2021
"  $99,637",4320000,Cape Cod Lighthouse Charter (District),     18.0,"      $1,794,564",2021
"  $92,887",8150000,Cape Cod Regional Vocational Technical,     58.6,"      $5,443,194",2021
" $110,836",510000,Carlisle,     57.4,"      $6,362,005",2021
"  $73,358",520000,Carver,    128.8,"      $9,448,539",2021
"  $80,278",6350000,Central Berkshire,    115.0,"      $9,232,004",2021
"  $82,957",560000,Chelmsford,    376.9,"     $31,266,382",2021
"  $80,108",570000,Chelsea,    417.2,"     $33,421,047",2021
"  $79,692",6320000,Chesterfield-Goshen,     13.0,"      $1,035,995",2021
"  $83,343",610000,Chicopee,    586.6,"     $48,888,835",2021
"  $67,851",4180000,Christa McAuliffe Charter Public (District),     39.3,"      $2,666,545",2021
"  $60,864",4370000,City on a Hill Charter Public School Circuit Street (District),     21.5,"      $1,306,386",2021
"  $77,696",630000,Clarksburg,     14.4,"      $1,118,821",2021
"  $74,489",640000,Clinton,    149.6,"     $11,143,613",2021
"  $50,789",4380000,Codman Academy Charter Public (District),     47.1,"      $2,393,871",2021
"  $90,946",650000,Cohasset,    119.2,"     $10,840,801",2021
"  $56,158",35030000,Collegiate Charter School of Lowell (District),     47.6,"      $2,670,642",2021
"  $84,551",4360000,Community Charter School of Cambridge (District),     30.1,"      $2,545,502",2021
"  $57,084",4260000,Community Day Charter Public School - Gateway (District),     41.0,"      $2,340,196",2021
"  $55,555",4400000,Community Day Charter Public School - Prospect (District),     43.0,"      $2,387,439",2021
"  $52,639",4310000,Community Day Charter Public School - R. Kingman Webster (District),     41.5,"      $2,184,295",2021
" $108,511",670000,Concord,    170.8,"     $18,533,618",2021
" $117,960",6400000,Concord-Carlisle,    100.4,"     $11,843,143",2021
"  $97,295",4390000,Conservatory Lab Charter (District),     28.0,"      $2,724,254",2021
"  $78,451",680000,Conway,     13.7,"      $1,074,780",2021
"  $92,451",710000,Danvers,    252.4,"     $23,334,558",2021
"  $84,371",720000,Dartmouth,    269.5,"     $22,738,042",2021
"  $96,958",730000,Dedham,    229.6,"     $22,261,536",2021
"  $61,053",740000,Deerfield,     37.0,"      $2,258,958",2021
"  $88,109",6450000,Dennis-Yarmouth,    271.1,"     $23,886,410",2021
"  $82,157",6500000,Dighton-Rehoboth,    212.8,"     $17,483,056",2021
"  $71,763",770000,Douglas,     97.3,"      $6,982,527",2021
"  $98,285",780000,Dover,     39.1,"      $3,842,940",2021
" $104,766",6550000,Dover-Sherborn,    105.1,"     $11,010,867",2021
"  $73,058",790000,Dracut,    232.7,"     $17,000,491",2021
"  $92,719",4070000,Dudley Street Neighborhood Charter School (District),     20.5,"      $1,900,746",2021
"  $80,494",6580000,Dudley-Charlton Reg,    270.8,"     $21,797,738",2021
"  $88,859",820000,Duxbury,    220.3,"     $19,575,744",2021
"  $77,557",830000,East Bridgewater,    152.7,"     $11,843,019",2021
"  $76,921",870000,East Longmeadow,    206.0,"     $15,845,779",2021
"  $92,506",850000,Eastham,     22.6,"      $2,090,644",2021
"  $72,926",860000,Easthampton,    115.7,"      $8,437,505",2021
"  $86,598",880000,Easton,    247.3,"     $21,415,739",2021
"  $96,456",890000,Edgartown,     43.6,"      $4,205,476",2021
" $106,039",4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),     34.3,"      $3,634,474",2021
"  $86,816",910000,Erving,     17.2,"      $1,493,243",2021
"  $89,211",8170000,Essex North Shore Agricultural and Technical School District,    131.3,"     $11,713,395",2021
"  $88,232",930000,Everett,    561.7,"     $49,560,097",2021
"  $67,158",4100000,Excel Academy Charter (District),    113.2,"      $7,602,812",2021
"  $82,541",940000,Fairhaven,    129.9,"     $10,722,028",2021
"  $74,117",950000,Fall River,    769.6,"     $57,040,698",2021
"  $88,493",960000,Falmouth,    292.7,"     $25,901,892",2021
"  $56,365",6620000,Farmington River Reg,     12.8,"        $721,474",2021
"  $80,611",970000,Fitchburg,    373.2,"     $30,084,051",2021
"  $47,172",980000,Florida,     10.8,"        $509,459",2021
"  $71,581",4130000,Four Rivers Charter Public (District),     19.9,"      $1,425,900",2021
"  $93,364",990000,Foxborough,    200.2,"     $18,691,446",2021
"  $63,227",4460000,Foxborough Regional Charter (District),    128.4,"      $8,115,043",2021
"  $93,215",1000000,Framingham,    733.2,"     $68,345,350",2021
"  $55,541",4780000,Francis W. Parker Charter Essential (District),     46.4,"      $2,577,758",2021
"  $83,418",1010000,Franklin,    388.7,"     $32,424,432",2021
"  $84,409",8180000,Franklin County Regional Vocational Technical,     53.6,"      $4,524,338",2021
"  $77,990",6650000,Freetown-Lakeville,    198.8,"     $15,504,327",2021
"  $72,102",6700000,Frontier,     52.6,"      $3,792,559",2021
"  $70,926",1030000,Gardner,    177.6,"     $12,596,458",2021
"  $67,554",6720000,Gateway,     75.2,"      $5,080,055",2021
"  $79,955",1050000,Georgetown,    102.4,"      $8,187,399",2021
"  $73,507",6740000,Gill-Montague,     80.1,"      $5,887,919",2021
"  $61,509",4960000,Global Learning Charter Public (District),     42.8,"      $2,633,771",2021
"  $86,360",1070000,Gloucester,    267.4,"     $23,092,752",2021
"  $78,413",1100000,Grafton,    251.9,"     $19,752,120",2021
